gmd,channel,bunch,aligned_trains,sample_n,finite_n,finite_fraction,min,p01,median,p99,max
tunnel,1,2,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,3,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,4,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,5,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,6,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,7,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,8,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,9,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,10,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,11,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,12,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,13,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,14,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,15,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,16,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,17,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,18,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,19,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,20,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,21,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,22,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,23,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,24,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,25,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,26,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,27,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,28,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,29,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,2,0,4330,4330,4330,1.0,-13.080000877380371,-2.6703718662261964,0.03688960336148739,1.8497383224964146,6.532769680023193
tunnel,2,1,4330,4330,4330,1.0,-13.27608871459961,-2.2270020914077757,0.04772363789379597,1.8527134728431702,12.898088455200195
tunnel,2,2,4330,4330,4330,1.0,-9.370078086853027,-1.7918080079555512,0.061196764931082726,1.6172617959976208,8.278932571411133
tunnel,2,3,4330,4330,4330,1.0,-14.558823585510254,-2.0908192777633667,0.042811695486307144,1.5478600955009463,8.962264060974121
tunnel,2,4,4330,4330,4330,1.0,-8.451537132263184,-1.7823317992687226,0.046722738072276115,1.4598072731494904,7.785325527191162
tunnel,2,5,4330,4330,4330,1.0,-5.786933422088623,-1.7439805829524995,0.052166931331157684,1.384584292173386,12.223737716674805
tunnel,2,6,4330,4330,4330,1.0,-14.63325309753418,-1.737887796163559,0.07169544696807861,1.6973859882354745,11.91964340209961
tunnel,2,7,4330,4330,4330,1.0,-12.08450698852539,-1.6476444208621979,0.06838084012269974,1.4571241140365614,3.9360880851745605
tunnel,2,8,4330,4330,4330,1.0,-10.9180326461792,-1.791816020011902,0.05292515456676483,1.449827926158905,10.407166481018066
tunnel,2,9,4330,4330,4330,1.0,-7.460692405700684,-1.7740826725959777,0.047552164644002914,1.6230989348888398,5.947562217712402
tunnel,2,10,4330,4330,4330,1.0,-13.706068992614746,-1.8698059976100923,0.05401376448571682,1.5593939948081985,5.718749523162842
tunnel,2,11,4330,4330,4330,1.0,-8.25281810760498,-1.9018505454063415,0.05912404879927635,1.4106572711467753,5.21410608291626
tunnel,2,12,4330,4330,4330,1.0,-13.507339477539062,-1.7211366605758667,0.0639428123831749,1.5622494995594032,9.102041244506836
tunnel,2,13,4330,4330,4330,1.0,-6.547518730163574,-1.7628767395019531,0.062104878947138786,1.4706282222270974,13.20224666595459
tunnel,2,14,4330,4330,4330,1.0,-9.187081336975098,-1.8676066601276398,0.05999831296503544,1.5048476052284252,5.921817779541016
tunnel,2,15,4330,4330,4330,1.0,-12.885907173156738,-1.8806854021549224,0.06333136186003685,1.4243148994445805,4.084720134735107
tunnel,2,16,4330,4330,4330,1.0,-5.757660388946533,-1.7903637182712555,0.05710035376250744,1.5512543272972108,11.84975814819336
tunnel,2,17,4330,4330,4330,1.0,-11.092681884765625,-1.7984994697570802,0.04139353148639202,1.4726509749889376,7.504408836364746
tunnel,2,18,4330,4330,4330,1.0,-10.947868347167969,-1.720267767906189,0.06546500697731972,1.3787655377388004,10.91576862335205
tunnel,2,19,4330,4330,4330,1.0,-9.852069854736328,-1.7470630669593812,0.0607436690479517,1.5659642922878265,7.013574123382568
tunnel,2,20,4330,4330,4330,1.0,-13.95348834991455,-1.6924688351154327,0.06478704884648323,1.4325164079666142,7.254293918609619
tunnel,2,21,4330,4330,4330,1.0,-12.023999214172363,-2.046334207057953,0.050138479098677635,1.4865982961654667,8.641433715820312
tunnel,2,22,4330,4330,4330,1.0,-8.30980110168457,-1.7154175877571105,0.049863550812006,1.4886433446407321,11.771772384643555
tunnel,2,23,4330,4330,4330,1.0,-5.78462553024292,-1.9068418633937836,0.05186065472662449,1.6774150979518891,4.961202621459961
tunnel,2,24,4330,4330,4330,1.0,-12.759407997131348,-1.6669280445575714,0.05399867706000805,1.4259534287452702,12.460317611694336
tunnel,2,25,4330,4330,4330,1.0,-12.280899047851562,-1.658629298210144,0.0489805992692709,1.5865768587589275,10.266789436340332
tunnel,2,26,4330,4330,4330,1.0,-9.277108192443848,-1.772652691602707,0.0555914007127285,1.597499030828476,5.556186199188232
tunnel,2,27,4330,4330,4330,1.0,-9.025369644165039,-1.9009213089942931,0.06031010486185551,1.6867108058929456,8.71444034576416
tunnel,2,28,4330,4330,4330,1.0,-10.714284896850586,-1.9246004116535187,0.07158651575446129,1.7358828258514405,5.821401596069336
tunnel,2,29,4330,4330,4330,1.0,-11.218486785888672,-1.7111315715312958,0.05109861120581627,1.3609326338768009,5.090909481048584
tunnel,3,0,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,1,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,2,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,3,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,4,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,5,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,6,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,7,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,8,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,9,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,10,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,11,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,12,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,13,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,14,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,15,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,16,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,17,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,18,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,19,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,20,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,21,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,22,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,23,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,24,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,25,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,26,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,27,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,28,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,3,29,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,4,0,4330,4330,4330,1.0,0.27079999446868896,0.3054236310720444,0.3685529828071594,0.4735531091690064,0.6052169799804688
tunnel,4,1,4330,4330,4330,1.0,0.2796282470226288,0.3038933631777763,0.36950500309467316,0.45987123996019363,2.0439507961273193
tunnel,4,2,4330,4330,4330,1.0,0.27962350845336914,0.30543458998203277,0.36918696761131287,0.46838417410850525,2.0610511302948
tunnel,4,3,4330,4330,4330,1.0,0.2804495692253113,0.30428567349910735,0.36950811743736267,0.4629794740676881,2.10618257522583
tunnel,4,4,4330,4330,4330,1.0,0.28290215134620667,0.3120328035950661,0.3694968819618225,0.46758343875408176,2.072643518447876
tunnel,4,5,4330,4330,4330,1.0,0.2796282470226288,0.3086735692620277,0.3694968819618225,0.4654557406902313,1.9089833498001099
tunnel,4,6,4330,4330,4330,1.0,0.2905230224132538,0.31201478838920593,0.3691900670528412,0.4623316714167595,1.8713805675506592
tunnel,4,7,4330,4330,4330,1.0,0.28044721484184265,0.3042947295308113,0.3697109818458557,0.4674987494945526,1.1727315187454224
tunnel,4,8,4330,4330,4330,1.0,0.26005759835243225,0.30545035004615784,0.3691900670528412,0.4675037854909897,0.5318644046783447
tunnel,4,9,4330,4330,4330,1.0,0.27962589263916016,0.30387579649686813,0.3694968819618225,0.46383954405784605,2.0988924503326416
tunnel,4,10,4330,4330,4330,1.0,0.262734055519104,0.30414990544319154,0.3694937825202942,0.4681293493509293,1.9009922742843628
tunnel,4,11,4330,4330,4330,1.0,0.28158530592918396,0.30418771505355835,0.36967435479164124,0.4704747372865677,1.9054062366485596
tunnel,4,12,4330,4330,4330,1.0,0.28040188550949097,0.30423089683055876,0.36967435479164124,0.4654624590277672,0.5744823217391968
tunnel,4,13,4330,4330,4330,1.0,0.28161320090293884,0.30435206085443495,0.36967435479164124,0.46973606139421464,1.948760986328125
tunnel,4,14,4330,4330,4330,1.0,0.27966251969337463,0.3042213878035545,0.36950188875198364,0.464362832903862,2.08678936958313
tunnel,4,15,4330,4330,4330,1.0,0.28048160672187805,0.3054509463906288,0.3682285100221634,0.4725672933459282,0.6131439805030823
tunnel,4,16,4330,4330,4330,1.0,0.2815900444984436,0.3045385760068893,0.3685529828071594,0.46817260622978213,1.3676561117172241
tunnel,4,17,4330,4330,4330,1.0,0.26908379793167114,0.30480449825525285,0.369509682059288,0.46602092623710634,1.960479497909546
tunnel,4,18,4330,4330,4330,1.0,0.2804519534111023,0.3041884583234787,0.3691900670528412,0.4651772737503052,2.0275259017944336
tunnel,4,19,4330,4330,4330,1.0,0.2804495692253113,0.30480267852544785,0.36967435479164124,0.4681306037306786,0.5740392804145813
tunnel,4,20,4330,4330,4330,1.0,0.28048160672187805,0.3068553575873375,0.36967435479164124,0.4651676002144814,2.2757418155670166
tunnel,4,21,4330,4330,4330,1.0,0.29057735204696655,0.30545035004615784,0.36950811743736267,0.4681293493509293,2.0376079082489014
tunnel,4,22,4330,4330,4330,1.0,0.26275834441185,0.30376463949680327,0.36886176466941833,0.46384904116392134,2.0721044540405273
tunnel,4,23,4330,4330,4330,1.0,0.2820664644241333,0.3066687962412834,0.3695112466812134,0.46762850880622864,1.6763757467269897
tunnel,4,24,4330,4330,4330,1.0,0.28158530592918396,0.30685046315193176,0.36918696761131287,0.4702132868766785,0.8531343340873718
tunnel,4,25,4330,4330,4330,1.0,0.2796282470226288,0.3066722533106804,0.3691900670528412,0.4602784517407417,2.1536734104156494
tunnel,4,26,4330,4330,4330,1.0,0.2829107344150543,0.304537832736969,0.36917760968208313,0.4667586979269982,2.096140146255493
tunnel,4,27,4330,4330,4330,1.0,0.27531078457832336,0.3042213878035545,0.3691900670528412,0.4651772737503052,1.9673707485198975
tunnel,4,28,4330,4330,4330,1.0,0.28048160672187805,0.30315083265304565,0.36967748403549194,0.4681314063072205,2.0454421043395996
tunnel,4,29,4330,4330,4330,1.0,0.28266724944114685,0.3069660496711731,0.36968061327934265,0.46965475171804427,0.5559321641921997
tunnel,5,0,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,1,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,2,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,3,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,4,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,5,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,6,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,7,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,8,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,9,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,10,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,11,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,12,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,13,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,14,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,15,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,16,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,17,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,18,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,19,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,20,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,21,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,22,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,23,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,24,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,25,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,26,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,27,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,28,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,5,29,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,0,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,1,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,2,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,3,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,4,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,5,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,6,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,7,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,8,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,9,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,10,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,11,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,12,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,13,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,14,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,15,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,16,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,17,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,18,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,19,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,20,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,21,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,22,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,23,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,24,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,25,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,26,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,27,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,28,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,6,29,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,7,0,4330,4330,4330,1.0,0.0,0.0,0.0,4096.0,4096.0
tunnel,7,1,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,2,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,3,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,4,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,5,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,6,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,7,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,8,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,9,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,10,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,11,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,12,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,13,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,14,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,15,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,16,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,17,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,18,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,19,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,20,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,21,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,22,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,23,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,24,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,25,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,26,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,27,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,28,4330,4330,0,0.0,nan,nan,nan,nan,nan
tunnel,7,29,4330,4330,0,0.0,nan,nan,nan,nan,nan
