gmd,channel,bunch,aligned_trains,sample_n,finite_n,finite_fraction,min,p01,median,p99,max
tunnel,0,18,4330,4330,4330,1.0,0.05114738270640373,0.5580664372444153,4.6802685260772705,16.5965308380127,24.24919319152832
tunnel,0,19,4330,4330,4330,1.0,0.05231592804193497,0.5383543348312377,4.639820098876953,17.99567333221436,26.460813522338867
tunnel,0,20,4330,4330,4330,1.0,0.08993061631917953,0.6354699105024337,4.581981420516968,16.768295707702638,26.00387954711914
tunnel,0,21,4330,4330,4330,1.0,0.1121465414762497,0.5766221207380294,4.524294137954712,17.407384986877442,24.595111846923828
tunnel,0,22,4330,4330,4330,1.0,0.09584327787160873,0.6411971789598465,4.62849235534668,17.11076768875122,23.32197380065918
tunnel,0,23,4330,4330,4330,1.0,0.07878666371107101,0.594158508181572,4.419549942016602,17.25987079620362,26.204425811767578
tunnel,0,24,4330,4330,4330,1.0,-0.09450019150972366,0.5291355931758881,4.487952947616577,16.211954917907715,24.03767204284668
tunnel,0,25,4330,4330,4330,1.0,-0.4218900799751282,0.5562535738945007,4.514592170715332,16.439512557983402,21.786842346191406
tunnel,0,26,4330,4330,4330,1.0,0.06108645722270012,0.5728294557332992,4.554365396499634,16.031000804901122,21.83929443359375
tunnel,0,27,4330,4330,4330,1.0,-0.27272355556488037,0.562383450269699,4.546345472335815,16.359241218566897,22.805217742919922
tunnel,0,28,4330,4330,4330,1.0,0.0301786158233881,0.5117780470848083,4.587830066680908,16.106159763336187,20.951404571533203
tunnel,0,29,4330,4330,4330,1.0,-0.014422710984945297,0.5834508037567139,4.516458749771118,16.649007911682133,23.48172378540039
tunnel,1,0,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
tunnel,1,1,4330,4330,4330,1.0,0.0,0.0,0.0,0.0,0.0
